Bon iver||||For emma, forever ago||||Indie||||Flume||||299.86
Bon iver||||For emma, forever ago||||Indie||||Lump sum||||78.52
Bon iver||||For emma, forever ago||||Indie||||Skinny love||||116.58
Bon iver||||For emma, forever ago||||Indie||||Team||||314.32
Bon iver||||For emma, forever ago||||Indie||||The wolves (act i and ii)||||197.04
Bon iver||||I,i||||Indie||||Faith||||422.5
Bon iver||||I,i||||Indie||||Hey, ma||||94.46
Bon iver||||I,i||||Indie||||Holyfields,||||456.43
Bon iver||||I,i||||Indie||||Imi||||74.16
Bon iver||||I,i||||Indie||||Jelmore||||347.57
Bon iver||||I,i||||Indie||||Naeem||||373.75
Bon iver||||I,i||||Indie||||U (man like)||||274.67
Bon iver||||I,i||||Indie||||We||||199.36
Bon iver||||I,i||||Indie||||Yi||||494.3
Bruno mars||||24k magic||||Pop||||24k magic||||376.79
Bruno mars||||24k magic||||Pop||||Calling all my lovelies||||67.01
Bruno mars||||24k magic||||Pop||||Chunky||||222.47
Bruno mars||||24k magic||||Pop||||Finesse||||126.69
Bruno mars||||24k magic||||Pop||||Perm||||499.69
Bruno mars||||24k magic||||Pop||||Straight up & down||||394.0
Bruno mars||||24k magic||||Pop||||That's what i like||||377.68
Bruno mars||||24k magic||||Pop||||Versace on the floor||||411.46
Bruno mars||||An evening with silk sonic||||Pop||||777||||288.6
Bruno mars||||An evening with silk sonic||||Pop||||777||||453.79
Bruno mars||||An evening with silk sonic||||Pop||||After last night (with thundercat & bootsy collins)||||146.15
Bruno mars||||An evening with silk sonic||||Pop||||After last night (with thundercat & bootsy collins)||||238.91
Bruno mars||||An evening with silk sonic||||Pop||||Fly as me||||214.57
Bruno mars||||An evening with silk sonic||||Pop||||Fly as me||||256.71
Bruno mars||||An evening with silk sonic||||Pop||||Leave the door open||||454.41
Bruno mars||||An evening with silk sonic||||Pop||||Leave the door open||||80.53
Bruno mars||||An evening with silk sonic||||Pop||||Put on a smile||||461.72
Bruno mars||||An evening with silk sonic||||Pop||||Put on a smile||||486.23
Bruno mars||||An evening with silk sonic||||Pop||||Silk sonic intro||||120.38
Bruno mars||||An evening with silk sonic||||Pop||||Silk sonic intro||||447.26
Bruno mars||||An evening with silk sonic||||Pop||||Skate||||248.92
Bruno mars||||An evening with silk sonic||||Pop||||Skate||||77.77
Bruno mars||||An evening with silk sonic||||Pop||||Smokin out the window||||464.36
Bruno mars||||An evening with silk sonic||||Pop||||Smokin out the window||||90.76
Bruno mars||||Doo-wops & hooligans||||Pop||||Grenade||||427.26
Bruno mars||||Doo-wops & hooligans||||Pop||||Just the way you are||||80.52
Bruno mars||||Doo-wops & hooligans||||Pop||||Marry you||||304.68
Bruno mars||||Doo-wops & hooligans||||Pop||||Our first time||||72.17
Bruno mars||||Doo-wops & hooligans||||Pop||||Runaway baby||||323.99
Bruno mars||||Doo-wops & hooligans||||Pop||||Talking to the moon||||171.48
Bruno mars||||Doo-wops & hooligans||||Pop||||The lazy song||||130.23
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||Gorilla||||326.87
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||Locked out of heaven||||74.09
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||Money make her smile||||234.04
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||Moonshine||||492.5
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||Natalie||||442.9
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||Show me||||250.84
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||Treasure||||346.14
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||When i was your man||||300.0
Bruno mars||||Unorthodox jukebox (deluxe edition)||||Pop||||Young girls||||182.38
Carrie underwood||||Cry pretty||||Country||||Backsliding||||299.91
Carrie underwood||||Cry pretty||||Country||||Cry pretty||||101.84
Carrie underwood||||Cry pretty||||Country||||Drinking alone||||298.9
Carrie underwood||||Cry pretty||||Country||||Ghosts on the stereo||||462.86
Carrie underwood||||Cry pretty||||Country||||Low||||222.11
Carrie underwood||||Cry pretty||||Country||||Southbound||||126.46
Carrie underwood||||Cry pretty||||Country||||That song that we used to make love to||||311.28
Carrie underwood||||Little toy guns||||Country||||Before he cheats||||205.36
Carrie underwood||||Little toy guns||||Country||||Don't forget to remember me||||64.25
Carrie underwood||||Little toy guns||||Country||||Inside your heaven||||94.62
Carrie underwood||||Little toy guns||||Country||||Jesus, take the wheel||||158.07
Carrie underwood||||Little toy guns||||Country||||So small||||453.82
Carrie underwood||||Little toy guns||||Country||||Wasted||||243.42
Carrie underwood||||My gift (special edition)||||Country||||Away in a manger||||256.51
Carrie underwood||||My gift (special edition)||||Country||||Hallelujah||||441.32
Carrie underwood||||My gift (special edition)||||Country||||Have yourself a merry little christmas||||440.86
Carrie underwood||||My gift (special edition)||||Country||||Joyful, joyful, we adore thee||||483.86
Carrie underwood||||My gift (special edition)||||Country||||Let there be peace||||80.57
Carrie underwood||||My gift (special edition)||||Country||||Little drummer boy||||413.66
Carrie underwood||||My gift (special edition)||||Country||||Mary, did you know?||||421.91
Carrie underwood||||My gift (special edition)||||Country||||O come all ye faithful||||279.03
Carrie underwood||||My gift (special edition)||||Country||||O holy night||||192.75
Carrie underwood||||My gift (special edition)||||Country||||Silent night||||267.79
Carrie underwood||||My gift (special edition)||||Country||||Sweet baby jesus||||474.45
Carrie underwood||||My gift||||Country||||Hallelujah||||198.26
Carrie underwood||||My gift||||Country||||Joyful, joyful, we adore thee||||476.21
Carrie underwood||||My gift||||Country||||Let there be peace||||266.58
Carrie underwood||||My gift||||Country||||Little drummer boy||||152.05
Carrie underwood||||My gift||||Country||||O come all ye faithful||||69.13
Carrie underwood||||My gift||||Country||||Sweet baby jesus||||292.56
Carrie underwood||||My savior||||Country||||Blessed assurance||||137.63
Carrie underwood||||My savior||||Country||||Jesus loves me - instrumental||||341.05
Carrie underwood||||My savior||||Country||||Just as i am||||423.13
Carrie underwood||||My savior||||Country||||Nothing but the blood of jesus||||261.57
Carrie underwood||||My savior||||Country||||Victory in jesus||||357.4
Carrie underwood||||Storyteller||||Country||||Choctaw county affair||||487.02
Carrie underwood||||Storyteller||||Country||||Church bells||||265.81
Carrie underwood||||Storyteller||||Country||||Dirty laundry||||301.77
Carrie underwood||||Storyteller||||Country||||Heartbeat||||243.66
Carrie underwood||||Storyteller||||Country||||Renegade runaway||||346.46
Carrie underwood||||Storyteller||||Country||||Smoke break||||468.9
Charlie puth||||Losing my mind||||Pop||||As you are (feat. shy carter)||||201.15
Charlie puth||||Losing my mind||||Pop||||Left right left||||66.12
Charlie puth||||Losing my mind||||Pop||||My gospel||||222.93
Charlie puth||||Losing my mind||||Pop||||Some type of love||||219.62
Charlie puth||||Losing my mind||||Pop||||Suffer||||183.7
Charlie puth||||Losing my mind||||Pop||||Then there's you||||298.81
Charlie puth||||Losing my mind||||Pop||||Up all night||||325.77
Charlie puth||||Losing my mind||||Pop||||We don't talk anymore (feat. selena gomez)||||297.21
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||Dangerously||||55.69
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||Dangerously||||58.47
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||Left right left||||175.96
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||Losing my mind||||89.74
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||Marvin gaye (feat. meghan trainor)||||390.23
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||Marvin gaye (feat. meghan trainor)||||395.32
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||My gospel||||83.24
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||One call away||||178.01
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||One call away||||493.22
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||Up all night||||123.17
Charlie puth||||Nine track mind (deluxe edition)||||Pop||||We don't talk anymore (feat. selena gomez)||||427.18
Charlie puth||||Nine track mind||||Pop||||Dangerously||||251.66
Charlie puth||||Nine track mind||||Pop||||One call away||||375.0
Charlie puth||||Slow it down||||Pop||||Change (feat. james taylor)||||373.04
Charlie puth||||Slow it down||||Pop||||Empty cups||||382.0
Charlie puth||||Slow it down||||Pop||||Somebody told me||||466.84
Charlie puth||||Slow it down||||Pop||||Through it all||||320.63
Charlie puth||||Then there's you||||Pop||||As you are (feat. shy carter)||||398.42
Charlie puth||||Then there's you||||Pop||||Does it feel||||181.78
Charlie puth||||Then there's you||||Pop||||Nothing but trouble - instagram models; dance remix||||117.28
Charlie puth||||Then there's you||||Pop||||River||||110.61
Charlie puth||||Then there's you||||Pop||||Some type of love||||331.25
Charlie puth||||Then there's you||||Pop||||Suffer||||152.48
Charlie puth||||Voicenotes||||Pop||||Attention||||487.01
Charlie puth||||Voicenotes||||Pop||||Boy||||304.36
Charlie puth||||Voicenotes||||Pop||||Done for me (feat. kehlani)||||478.23
Charlie puth||||Voicenotes||||Pop||||How long||||460.09
Charlie puth||||Voicenotes||||Pop||||If you leave me now (feat. boyz ii men)||||342.24
Charlie puth||||Voicenotes||||Pop||||La girls||||418.17
Charlie puth||||Voicenotes||||Pop||||Patient||||216.31
Charlie puth||||Voicenotes||||Pop||||The way i am||||136.1
Dababy||||Baby on baby||||Hiphop||||Baby sitter (feat. offset)||||392.64
Dababy||||Baby on baby||||Hiphop||||Deal wit it||||152.19
Dababy||||Baby on baby||||Hiphop||||Goin baby||||293.43
Dababy||||Baby on baby||||Hiphop||||Pony||||192.67
Dababy||||Baby on baby||||Hiphop||||Suge||||425.18
Dababy||||Baby on baby||||Hiphop||||Taking it out||||176.26
Dababy||||Baby talk 5||||Hiphop||||For the baby||||144.33
Dababy||||Baby talk 5||||Hiphop||||Itch||||157.9
Dababy||||Baby talk 5||||Hiphop||||Kujo||||107.14
Dababy||||Baby talk 5||||Hiphop||||No love||||251.57
Dababy||||Baby talk 5||||Hiphop||||Off top||||140.91
Dababy||||Baby talk 5||||Hiphop||||Today - intro||||166.21
Dababy||||Baby talk 5||||Hiphop||||Usher||||413.8
Dababy||||Back on my baby jesus sh!t||||Hiphop||||Above the rim||||333.57
Dababy||||Back on my baby jesus sh!t||||Hiphop||||Back to cali||||458.89
Dababy||||Back on my baby jesus sh!t||||Hiphop||||Flip phone||||161.34
Dababy||||Back on my baby jesus sh!t||||Hiphop||||Gorilla glue||||200.81
Dababy||||Back on my baby jesus sh!t||||Hiphop||||Mr. clean||||438.42
Dababy||||Back on my baby jesus sh!t||||Hiphop||||Number 2||||182.05
Dababy||||Back on my baby jesus sh!t||||Hiphop||||Webbie||||167.1
Dababy||||Blame it on baby (deluxe)||||Hiphop||||Billboard baby||||190.63
Dababy||||Blame it on baby (deluxe)||||Hiphop||||Blind (feat. young thug)||||457.22
Dababy||||Blame it on baby (deluxe)||||Hiphop||||Call it even||||136.77
Dababy||||Blame it on baby (deluxe)||||Hiphop||||Go||||315.59
Dababy||||Blame it on baby (deluxe)||||Hiphop||||No dribble (feat. stunna 4 vegas)||||215.1
Dababy||||Blame it on baby (deluxe)||||Hiphop||||Peep hole||||234.57
Dababy||||Blame it on baby (deluxe)||||Hiphop||||Practice||||493.32
Dababy||||Blame it on baby (deluxe)||||Hiphop||||Tlc (feat. gunna)||||448.23
Dababy||||Blame it on baby (deluxe)||||Hiphop||||Trouble||||71.24
Dababy||||Blank blank||||Hiphop||||21||||323.34
Dababy||||Blank blank||||Hiphop||||4x (feat. stunna 4 vegas)||||464.58
Dababy||||Blank blank||||Hiphop||||Blank blank||||457.38
Dababy||||Blank blank||||Hiphop||||Deserve it||||316.94
Dababy||||Blank blank||||Hiphop||||Milli||||281.29
Dababy||||Blank blank||||Hiphop||||Next song||||248.8
Dababy||||Blank blank||||Hiphop||||No tears||||98.33
